,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund,行业标签,风格标签,大小盘标签,共振因子标签,集中度标签
437,400001.OF,东方龙混合,许文波,宋炳山(20041125-20060303) 陈光明(20041125-20050327) 杜位移(20060303-20080920) 季雷(20070316-20080920) 于鑫(20080920-20150101) 李坤元(20131011-20141014) 朱晓栋(20150101-20190320) 张洪建(20150101-20160701) 许文波(20190102-至今),否,混合型基金,灵活配置型基金,171393907.3,18.605479452055,0.08,90.210988380915,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定中立基金,轮动基金
438,400007.OF,东方策略成长混合,"王然,王芳玲",付勇(20080603-20100212) 于鑫(20080603-20150101) 张洪建(20141215-20160701) 王然(20150504-至今) 郭瑞(20160816-20170913) 王芳玲(20220104-至今),否,混合型基金,偏股混合型基金,146605713.67,15.082191780822,0.12,74.086223361311,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
439,400025.OF,东方新兴成长混合,王然,呼振翼(20140903-20150820) 王然(20150625-至今),否,混合型基金,灵活配置型基金,153742660.08,8.827397260274,1.59,88.796638069722,行业轮动基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
440,410003.OF,华富成长趋势混合,陈启明,赵密(20070319-20070719) 林树财(20070403-20070512) 沈雪峰(20070512-20080517) 吴圣涛(20080308-20090918) 陈德义(20090908-20130116) 龚炜(20121221-20190717) 王光力(20131018-20150511) 王翔(20150511-20170314) 陈启明(20170314-至今),否,混合型基金,偏股混合型基金,1069056282.34,16.293150684932,56.89,92.526480316348,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定中立基金,轮动基金
441,410007.OF,华富价值增长混合,陈启明,季雷(20090715-20110125) 韩玮(20090804-20110124) 郭锋(20101227-20121219) 郭晨(20121219-20141009) 陈启明(20140926-至今),否,混合型基金,灵活配置型基金,961719527.45,13.967123287671,83.18,79.196933557076,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定中立基金,轮动基金
442,420001.OF,天弘精选混合A,"赵鼎龙,于洋,谷琦彬,周楷宁",陈天丰(20051008-20060419) 王国强(20060419-20070727) 许利明(20070727-20090330) 徐正国(20090317-20110314) 吕宜振(20090317-20110426) 高喜阳(20110407-20130607) 周可彦(20110714-20130116) 钱文成(20130116-20200624) 肖志刚(20130918-20160222) 程桯(20150805-20180927) 姜晓丽(20160714-20191218) 谷琦彬(20180504-至今) 赵鼎龙(20191115-至今) 周楷宁(20200115-至今) 于洋(20200612-至今),否,混合型基金,灵活配置型基金,516512845.83,17.73698630137,,72.800465646081,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
443,420003.OF,天弘永定价值成长混合A,"刘国江,于洋",马志强(20081202-20110323) 吕宜振(20090404-20100416) 徐正国(20110316-20120324) 李蕴炜(20120110-20140129) 肖志刚(20140129-20190824) 田俊维(20190803-20210519) 于洋(20190817-至今) 刘国江(20210106-至今),否,混合型基金,偏股混合型基金,587200481.29,14.583561643836,,86.998579017346,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
444,420005.OF,天弘周期策略混合A,谷琦彬,姚锦(20091217-20110505) 吕宜振(20100416-20110426) 高喜阳(20110422-20130607) 钱文成(20130531-20160222) 肖志刚(20130918-20160222) 陈国光(20151120-20191227) 谷琦彬(20181208-至今),否,混合型基金,偏股混合型基金,346476601.28,13.542465753425,50.5,91.114348792728,行业轮动基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
445,450002.OF,国富弹性市值混合A,赵晓东,张晓东(20060614-20141219) 赵晓东(20141219-至今),否,混合型基金,偏股混合型基金,2731692091.26,17.054794520548,23.92,87.788117934211,稳定行业均衡基金,稳定价值型,稳定大盘,稳定中立基金,稳定中
446,450003.OF,国富潜力组合混合A,徐荔蓉,朱国庆(20070322-20140221) 张惟闵(20070323-20071122) 徐荔蓉(20140221-至今),否,混合型基金,偏股混合型基金,2029558253.21,16.284931506849,35.93,93.431244210724,稳定行业均衡基金,稳定均衡-价值型,稳定大盘,轮动基金,稳定中
447,450004.OF,国富深化价值混合A,刘晓,张晓东(20080703-20141222) 卫学海(20141222-20170225) 刘晓(20170218-至今),否,混合型基金,偏股混合型基金,5016859712.39,15.0,69.35,81.603168931984,稳定行业均衡基金,稳定均衡-价值型,稳定大盘,轮动基金,稳定低
448,460001.OF,华泰柏瑞盛世中国混合,牛勇,李文杰(20050427-20070531) 汪晖(20070531-20080606) 梁丰(20070726-20091119) 郭楷泽(20080903-20100326) 汪晖(20091118-20140808) 张诣(20120629-20130416) 张慧(20130916-20180530) 沈雪峰(20140808-20150619) 李灿(20150630-20160817) 牛勇(20180503-至今),否,混合型基金,偏股混合型基金,1296560877.39,18.186301369863,0.01,89.525885604124,稳定行业均衡基金,稳定成长型,风格轮动基金,轮动基金,轮动基金
449,460007.OF,华泰柏瑞行业领先混合,吕慧建,梁丰(20090803-20100525) 吕慧建(20091118-至今) 徐晓杰(20150515-20180530),否,混合型基金,偏股混合型基金,204340231.49,13.915068493151,4.98,94.359929537144,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定中立基金,稳定高
450,460009.OF,华泰柏瑞量化先行混合A,"盛豪,田汉卿",汪晖(20100622-20110805) 卞亚军(20101008-20120406) 秦岭松(20110121-20120202) 王本昌(20120315-20150417) 田汉卿(20150318-至今) 盛豪(20210917-至今),否,混合型基金,偏股混合型基金,357307941.77,13.030136986301,43.21,93.906773607757,稳定行业均衡基金,稳定价值型,稳定小盘,稳定独立基金,稳定低
451,470006.OF,汇添富医药保健混合A,郑磊,王栩(20100921-20130510) 周睿(20120302-20190426) 刘闯(20150115-20161031) 郑磊(20190409-至今),否,混合型基金,偏股混合型基金,4077833113.65,12.780821917808,20.04,89.972827972992,稳定医药行业基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
452,470008.OF,汇添富策略回报混合,顾耀强,顾耀强(20091222-至今),否,混合型基金,偏股混合型基金,949673291.94,13.528767123288,0.17,93.315612601854,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
453,470009.OF,汇添富民营活力混合A,马翔,齐东超(20100505-20140408) 朱晓亮(20140408-20160311) 马翔(20160311-至今),否,混合型基金,偏股混合型基金,2731268065.71,13.161643835616,2.72,92.378128560739,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
454,481001.OF,工银核心价值混合A,何肖颉,江晖(20050831-20070526) 王筱苓(20070105-20071130) 杨建勋(20070321-20090519) 张翎(20070425-20100414) 詹粤萍(20070510-20071130) 曹冠业(20071130-20090519) 何江旭(20100412-20140730) 宋炳珅(20140120-20170527) 何肖颉(20140306-至今),否,混合型基金,偏股混合型基金,4191639535.32,17.841095890411,0.12,79.474415340099,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
455,481004.OF,工银稳健成长混合A,"杜洋,修世宇",张翎(20061206-20071106) 吴刚(20061206-20071106) 王筱苓(20070105-20080221) 杨建勋(20070321-20090519) 温震宇(20071106-20090901) 曹冠业(20090518-20140612) 杨柯(20130416-20170527) 刘天任(20140605-20161018) 胡文彪(20161018-20180425) 杜洋(20180322-至今) 修世宇(20220909-至今),否,混合型基金,偏股混合型基金,588029267.07,16.575342465753,0.18,84.840854753002,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
456,481006.OF,工银红利混合,林念,詹粤萍(20070718-20080216) 杨建勋(20070718-20100520) 杨军(20100518-20140122) 章叶飞(20100518-20110701) 宋炳珅(20140120-20180828) 杨柯(20140120-20171222) 林念(20160927-至今),否,混合型基金,偏股混合型基金,342595076.5,15.961643835616,0.11,94.58146524181,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
457,481008.OF,工银大盘蓝筹混合,"李迪,王筱苓",陈守红(20080804-20110413) 胡文彪(20110316-20170719) 王筱苓(20121205-至今) 李迪(20230731-至今),否,混合型基金,偏股混合型基金,263932968.0,14.912328767123,0.0,80.930630109839,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
458,481013.OF,工银消费服务混合A,"林梦,王筱苓",何江旭(20110421-20140730) 王勇(20111107-20150109) 王筱苓(20141230-至今) 林梦(20231010-至今),否,混合型基金,偏股混合型基金,282505592.42,12.2,23.2,70.327077610726,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
459,487021.OF,工银优质精选混合A,胡志利,欧阳凯(20130207-20170206) 王勇(20130207-20150109) 李敏(20140730-20170206) 胡志利(20170125-至今),否,混合型基金,灵活配置型基金,698614555.56,10.397260273973,50.36,80.752847191793,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
460,519001.OF,银华价值优选混合,"倪明,苏静然",蒋伯龙(20050927-20080712) 况群峰(20061021-20081023) 陆文俊(20081021-20130830) 倪明(20110926-至今) 苏静然(20171030-至今),否,混合型基金,偏股混合型基金,2380045520.14,17.767123287671,0.29,79.818100738185,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,轮动基金
461,519002.OF,华安安信消费服务混合A,王斌,陈俏宇(20130523-20150618) 蒋璆(20150616-20160921) 饶晓鹏(20150907-20200525) 王斌(20181031-至今),否,混合型基金,偏股混合型基金,5024106987.770001,10.109589041096,26.81,88.164649292167,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
462,519003.OF,海富通收益增长混合,周雪军,陈绍胜(20040312-20090114) 张炜(20050420-20060304) 陈洪(20060304-20060926) 蒋征(20090112-20120120) 牟永宁(20090121-20110421) 牟永宁(20120120-20131025) 黄春雨(20130731-20140428) 丁俊(20140415-20160812) 周雪军(20150609-至今),否,混合型基金,灵活配置型基金,2641046563.16,19.312328767123,60.89,78.764369861054,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
463,519005.OF,海富通股票混合,吕越超,陈洪(20050729-20060926) 郑拓(20050729-20070310) 蒋征(20070203-20090114) 陈绍胜(20090114-20120217) 陈静(20120217-20140411) 黄春雨(20140411-20140428) 丁俊(20140428-20150604) 黄峰(20141217-20170630) 吕越超(20161125-至今),否,混合型基金,偏股混合型基金,3197368985.66,17.931506849315,26.44,93.698316852898,行业轮动基金,稳定成长型,风格轮动基金,轮动基金,轮动基金
464,519008.OF,汇添富优势精选混合,王栩,徐婕(20050825-20070113) 庞飒(20050825-20100206) 苏竞(20071008-20130510) 王栩(20100205-至今),否,混合型基金,灵活配置型基金,2923644331.44,17.857534246575,2.94,91.353839295305,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定中
465,519011.OF,海富通精选混合,黄峰,陈洪(20030822-20140604) 郑拓(20050420-20060926) 丁俊(20070806-20120120) 蒋征(20120120-20140122) 丁俊(20140117-20160812) 王智慧(20160411-20210706) 黄峰(20190603-至今),否,混合型基金,偏股混合型基金,988777304.42,19.868493150685,8.39,76.040318957466,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
466,519015.OF,海富通精选贰号混合,黄峰,陈洪(20070410-20070809) 丁俊(20070806-20120120) 蒋征(20120120-20140122) 丁俊(20140117-20160812) 王智慧(20160411-20210706) 黄峰(20190603-至今),否,混合型基金,偏股混合型基金,339362029.69,16.235616438356,0.22,75.978380703207,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
467,519017.OF,大成积极成长混合A,王磊,瞿蕴理(20070116-20070627) 周一烽(20070627-20080823) 王维钢(20080823-20090924) 周建春(20090924-20121217) 孙蓓琳(20121218-20170615) 王磊(20170609-至今),否,混合型基金,偏股混合型基金,941852616.76,16.46301369863,3.44,84.168339924466,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
468,519018.OF,汇添富均衡增长混合,"詹杰,顾耀强",张晖(20060807-20071219) 庞飒(20060807-20100109) 欧阳沁春(20070618-20120302) 苏竞(20071217-20131122) 陈晓翔(20100108-20120302) 叶从飞(20120302-20160824) 韩贤旺(20120302-20160824) 朱晓亮(20131122-20150803) 顾耀强(20140408-20160824) 佘中强(20160824-20190824) 顾耀强(20190824-至今) 詹杰(20220428-至今),否,混合型基金,偏股混合型基金,2804330853.7,16.906849315068,0.13,94.13207836861,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
469,519020.OF,国泰金泰灵活配置混合A,李海,程洲(20121224-20170124) 樊利安(20150630-20170124) 彭凌志(20170124-20180427) 李海(20170124-至今),否,混合型基金,灵活配置型基金,204977167.48,10.520547945205,36.14,87.310664205332,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
470,519021.OF,国泰金鼎价值混合,饶玉涵,崔海峰(20070411-20080403) 邓时锋(20080403-20180313) 饶玉涵(20180313-至今),否,混合型基金,灵活配置型基金,557420710.01,16.230136986301,5.36,88.958848093589,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
471,519025.OF,海富通领先成长混合,李志,陈绍胜(20090430-20120409) 陈静(20120409-20140411) 谢志刚(20140411-20150611) 黄峰(20141217-20170630) 张金涛(20151026-20170502) 李志(20170515-至今),否,混合型基金,偏股混合型基金,81158028.93,14.175342465753,4.6,92.855425031328,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
472,519026.OF,海富通中小盘混合,范庭芳,程岽(20100414-20131129) 宋争林(20131129-20141217) 黄峰(20141217-20170630) 施敏佳(20170630-20181105) 周雪军(20181105-20191125) 范庭芳(20190827-至今),否,混合型基金,偏股混合型基金,675753650.39,13.219178082192,45.47,93.357491074729,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
473,519029.OF,华夏稳增混合,彭海伟,张龙(20060809-20100204) 张益驰(20060905-20080123) 严鸿宴(20100204-20111107) 王海雄(20111014-20150209) 彭海伟(20150209-至今) 郑泽鸿(20190114-20200612),否,混合型基金,灵活配置型基金,1115148553.53,16.901369863014,7.96,94.30573867948,稳定行业均衡基金,风格轮动基金,稳定小盘,稳定独立基金,轮动基金
474,519035.OF,富国天博创新混合,毕天宇,毕天宇(20070427-至今),否,混合型基金,偏股混合型基金,2104756558.14,16.186301369863,12.73,92.18058384693,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
475,519069.OF,汇添富价值精选混合A,劳杰男,陈晓翔(20090123-20160113) 劳杰男(20151118-至今),否,混合型基金,偏股混合型基金,10516392500.09,14.441095890411,1.25,81.567432570024,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
476,519087.OF,新华优选分红混合,赵强,蒋畅(20050916-20060712) 曹名长(20060712-20150609) 向朝勇(20070619-20090923) 崔建波(20150609-20170526) 路文韬(20150924-20170523) 赵强(20170517-至今),否,混合型基金,灵活配置型基金,927261726.84,17.797260273973,34.17,87.874933253942,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
477,519089.OF,新华优选成长混合,栾超,王卫东(20080725-20140102) 曹名长(20080725-20090827) 崔建波(20120110-20130201) 何潇(20120730-20140102) 李昱(20130201-20150915) 付伟(20150825-20180827) 栾超(20180105-至今),否,混合型基金,偏股混合型基金,631189509.28,14.939726027397,23.45,85.592065441053,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,轮动基金
478,519093.OF,新华钻石品质企业混合,蔡春红,曹名长(20100203-20150609) 李昱(20120203-20120322) 贲兴振(20150608-20160628) 付伟(20160617-20190228) 蔡春红(20170106-至今),否,混合型基金,偏股混合型基金,126909554.66,13.41095890411,5.86,91.342724762186,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
479,519133.OF,海富通改革驱动混合,周雪军,周雪军(20160428-至今),否,混合型基金,灵活配置型基金,6915882609.41,7.1753424657534,79.67,94.415313327984,稳定行业均衡基金,风格轮动基金,稳定中盘,轮动基金,稳定低
480,519139.OF,海富通沪港深混合,高峥,张炳炜(20161111-20180801) 王智慧(20161130-20210706) 高峥(20170828-至今) 周雪军(20181214-20220817),否,混合型基金,灵活配置型基金,64723329.29,6.6356164383562,97.52,91.55829302983,稳定行业均衡基金,稳定价值型,风格轮动基金,轮动基金,轮动基金
481,519181.OF,万家和谐增长混合A,莫海波,路志刚(20061201-20080927) 李洪雨(20080927-20100626) 鞠英利(20100626-20110706) 宁冬莉(20110603-20130831) 吕宜振(20110930-20130104) 华光磊(20130104-20150522) 刘芳洁(20130601-20141114) 莫海波(20150506-至今) 刘林峰(20220621-20230808),否,混合型基金,灵活配置型基金,684524724.21,16.591780821918,3.52,94.054941745572,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
482,519195.OF,万家品质生活A,莫海波,莫海波(20150806-至今),否,混合型基金,灵活配置型基金,3513093274.57,7.9041095890411,68.05,94.15504731784,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
483,519196.OF,万家新兴蓝筹,莫海波,莫海波(20160126-至今),否,混合型基金,灵活配置型基金,2131734453.65,7.4301369863014,62.31,94.004499268604,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
484,519224.OF,海富通欣荣混合A,杜晓海,谈云飞(20160922-20200102) 杜晓海(20160928-至今),否,混合型基金,灵活配置型基金,540479575.59,6.772602739726,99.44,84.272609452375,,,,轮动基金,稳定低
485,519621.OF,银河君荣混合I,刘铭,杨鑫(20160905-20170429) 韩晶(20160905-20171214) 袁曦(20161231-20180913) 刘铭(20170429-至今),否,混合型基金,灵活配置型基金,60385602.51,6.8191780821918,100.0,91.514139967191,,,,稳定共振基金,轮动基金
486,519651.OF,银河转型混合A,杨琪,卢轶乔(20150512-20161229) 王海华(20161229-20190219) 杨琪(20190219-至今) 陈伯祯(20200206-20211027),否,混合型基金,灵活配置型基金,381798623.03,8.1397260273973,,92.42163830676,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
487,519664.OF,银河美丽混合A,杨琪,成胜(20140529-20150612) 张杨(20140529-20170408) 杨琪(20170408-至今),否,混合型基金,偏股混合型基金,217216871.32,9.0931506849315,0.0,92.810374793594,行业轮动基金,风格轮动基金,稳定大盘,轮动基金,稳定高
488,519668.OF,银河成长混合,祝建辉,李昇(20080526-20090807) 孙振峰(20090716-20111101) 丁杰人(20111010-20131113) 王培(20131030-20160201) 钱睿南(20160201-20170408) 祝建辉(20160201-至今),否,混合型基金,偏股混合型基金,192749658.51,15.104109589041,0.04,87.426645967965,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
489,519672.OF,银河蓝筹混合A,袁曦,徐小勇(20100716-20150623) 孙振峰(20100716-20111101) 王海华(20150624-20160726) 袁曦(20151228-至今),否,混合型基金,偏股混合型基金,545783002.41,12.964383561644,11.68,92.976359248411,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,稳定高
490,519674.OF,银河创新混合A,郑巍山,钱睿南(20101229-20120319) 王培(20110603-20160202) 神玉飞(20160202-20170408) 袁曦(20160202-20190511) 郑巍山(20190511-至今),否,混合型基金,偏股混合型基金,13433299794.47,12.509589041096,0.19,92.800809497527,稳定TMT行业基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
491,519688.OF,交银精选混合,"王崇,张雪蓉",赵枫(20050929-20080128) 李立(20070425-20120508) 管华雨(20120313-20130426) 张鸿羽(20120420-20141022) 曹文俊(20141022-20170613) 王崇(20170603-至今) 张雪蓉(20230107-至今),否,混合型基金,偏股混合型基金,6442432862.22,17.761643835616,6.98,89.182764776848,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,轮动基金
492,519690.OF,交银稳健配置混合,陈孜铎,李旭利(20060614-20070704) 郑拓(20070704-20090821) 李立(20090821-20101231) 华昕(20090910-20110804) 张科兵(20110719-20140110) 唐倩(20131212-20180728) 陈孜铎(20180704-至今),否,混合型基金,灵活配置型基金,1532943859.19,17.054794520548,1.44,81.457431290393,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定中立基金,轮动基金
493,519692.OF,交银成长混合A,王少成,周炜炜(20061023-20101020) 管华雨(20101008-20150324) 王少成(20150324-至今),否,混合型基金,偏股混合型基金,2039469747.86,16.695890410959,0.06,90.564832011166,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
494,519694.OF,交银蓝筹混合,王少成,李旭利(20070808-20090527) 崔海峰(20080901-20100604) 张媚钗(20100604-20141022) 李德亮(20141022-20150829) 陈孜铎(20141022-20190129) 张迎军(20141022-20150711) 王少成(20180928-至今),否,混合型基金,偏股混合型基金,1390549881.46,15.904109589041,0.79,90.736939365688,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
495,519696.OF,交银环球精选混合(QDII),"陈俊华,陈舒薇,周中",郑伟辉(20080822-20130305) 饶超(20120409-20140124) 晏青(20120409-20150422) 蔡铮(20150422-20170325) 陈俊华(20151121-至今) 周中(20151212-至今) 陈舒薇(20200108-至今),否,QDII基金,QDII混合型基金,79483636.75,14.86301369863,24.75,93.248455632599,,,,稳定独立基金,稳定低
496,519704.OF,交银先进制造混合A,刘鹏,黄义志(20110622-20120810) 张科兵(20120313-20130426) 王少成(20130321-20150815) 任相栋(20150121-20180623) 刘鹏(20180529-至今),否,混合型基金,偏股混合型基金,6945129079.15,12.030136986301,31.39,91.548974076451,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
497,519710.OF,交银策略回报混合,韩威俊,项廷锋(20120620-20151007) 李娜(20151007-20151107) 王少成(20151107-20180608) 韩威俊(20160120-至今),否,混合型基金,灵活配置型基金,637316197.81,11.032876712329,45.05,79.773989610973,稳定消费行业基金,风格轮动基金,稳定大盘,轮动基金,稳定高
498,519712.OF,交银阿尔法核心混合A,何帅,龙向东(20120803-20150926) 何帅(20150916-至今),否,混合型基金,偏股混合型基金,5495697536.39,10.912328767123,4.6,79.588692080742,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
499,519727.OF,交银成长30混合,郭斐,管华雨(20130605-20141022) 王少成(20130702-20190618) 郭斐(20170926-至今),否,混合型基金,偏股混合型基金,1047558767.46,10.07397260274,0.01,71.322353421908,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
500,519736.OF,交银新成长混合,王崇,管华雨(20140509-20150523) 王崇(20141022-至今),否,混合型基金,偏股混合型基金,8309528377.12,9.1479452054795,6.49,88.538112733179,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,稳定高
501,519756.OF,交银施罗德国企改革灵活配置混合A,沈楠,沈楠(20150610-至今),否,混合型基金,灵活配置型基金,5302637928.55,8.0602739726027,59.53,93.206336439816,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
502,519767.OF,交银科技创新灵活配置混合A,芮晨,芮晨(20160505-至今),否,混合型基金,灵活配置型基金,377156814.2,7.1561643835616,42.67,93.524906576973,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
503,519773.OF,交银数据产业灵活配置混合A,田彧龙,芮晨(20160816-20190530) 田彧龙(20190514-至今),否,混合型基金,灵活配置型基金,1747632571.8,6.8739726027397,60.39,87.997671407011,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
504,519908.OF,华夏兴华混合A,阳琨,杨明韬(20130412-20150616) 阳琨(20130412-至今),否,混合型基金,灵活配置型基金,859370120.74,10.221917808219,7.42,92.449427511614,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
505,519915.OF,富国消费主题混合A,王园园,戴益强(20141212-20180118) 王园园(20170616-至今) 刘莉莉(20180711-20211027),否,混合型基金,偏股混合型基金,5405391581.43,8.5534246575342,43.03,88.068531043828,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
506,519929.OF,长信电子信息行业量化灵活配置混合A,"左金保,宋海岸",左金保(20160727-至今) 宋海岸(20230130-至今),否,混合型基金,灵活配置型基金,85715000.01,6.9287671232877,0.15,94.490147138362,稳定TMT行业基金,风格轮动基金,风格轮动基金,轮动基金,稳定中
507,519983.OF,长信量化先锋混合A,左金保,卢曼(20101118-20110919) 胡倩(20110415-20150313) 叶琦(20111031-20120305) 左金保(20150313-至今),否,混合型基金,偏股混合型基金,640434924.2,12.621917808219,0.05,94.530452911164,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
508,519991.OF,长信双利优选混合A,祝昱丰,胡志宝(20080619-20100826) 张甦伟(20080725-20100705) 钱斌(20100721-20120803) 谈洁颖(20120723-20170328) 叶松(20170309-20180601) 安昀(20171101-20200820) 祝昱丰(20190218-至今),否,混合型基金,偏股混合型基金,97630897.88,15.038356164384,4.38,90.880435077219,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,稳定中
509,519995.OF,长信金利趋势混合A,高远,陆文俊(20060430-20080610) 梁晓军(20060430-20060922) 许万国(20080602-20110423) 付勇(20100628-20121113) 胡志宝(20121025-20131112) 宋小龙(20130205-20160722) 常松(20160714-20180907) 高远(20180830-至今),否,混合型基金,偏股混合型基金,4835566417.75,17.178082191781,71.41,87.481811702294,,,,轮动基金,稳定低
510,530001.OF,建信恒久价值混合,"陶灿,蒋严泽",吴剑飞(20051201-20091125) 卓利伟(20090325-20110715) 王新艳(20091217-20110201) 邱宇航(20110711-20140327) 顾中汉(20111011-20170330) 陶灿(20170322-至今) 蒋严泽(20221014-至今),否,混合型基金,偏股混合型基金,1035745454.3,17.58904109589,5.54,94.249067623448,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
511,530003.OF,建信优选成长混合A,姚锦,李华(20060908-20071023) 田擎(20071023-20100427) 曹雄飞(20071023-20081127) 李涛(20081127-20120217) 姚锦(20120217-至今),否,混合型基金,偏股混合型基金,1612177808.97,16.819178082192,6.52,82.881731165137,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,稳定高
512,530006.OF,建信核心精选混合,王东杰,田擎(20081125-20100427) 王新艳(20100427-20131220) 乔林建(20131113-20150522) 顾中汉(20150522-20170330) 潘龙玲(20160330-20170828) 姚锦(20170609-20180912) 王东杰(20170828-至今),否,混合型基金,偏股混合型基金,468653867.48,14.602739726027,20.99,75.75295837181,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
513,550001.OF,中信保诚四季红混合A,吴昊,岳爱民(20060429-20081113) 孙志洪(20060511-20070522) 管华雨(20070522-20100602) 闾志刚(20100525-20190304) 吴昊(20190131-至今) 夏明月(20190318-20230213),否,混合型基金,灵活配置型基金,442409574.62,17.180821917808,0.96,89.721387311959,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
514,550002.OF,中信保诚精萃成长混合A,王睿,吕宜振(20061127-20080628) 孙志洪(20061127-20070522) 刘浩(20080625-20120929) 谭鹏万(20120828-20150529) 王睿(20150529-至今),否,混合型基金,偏股混合型基金,1656797445.09,16.6,44.81,88.253253235729,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
515,550003.OF,中信保诚盛世蓝筹混合,吴昊,岳爱民(20080604-20090728) 张锋(20080606-20111028) 张光成(20111028-20150430) 聂炜(20150430-20170213) 吴昊(20151118-至今),否,混合型基金,偏股混合型基金,196499743.63,15.079452054795,49.0,90.63963498363,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
